ID,Original_Message,Extremism_Label
1115,orange hitler trump call for more hate speech trump loves to see full tilt crazy crap from the kkk nazis gop qanon thumb says hate speech us great speech fuck trump,NON_EXTREMIST
1116,spanky in between fart tweeting and inhaling namibian coffee in front of faux fox news i hope that you are practicing your biggest nazi salute goose steps trumpisatraitor trumpisamoron impeachtrumpnow trumpcrimefamilyforprison trumpisaracist derangeddonald trump lies,NON_EXTREMIST
1117,youre no president stolen election illegitimate illegitimate scotus treason birther bigot rapist traitor,NON_EXTREMIST
1118,one witch down so many to go impeachtrumpnow resist impeachdonaldtrump gopcomplicittraitors gopwaronwomen traitor trump impeachthemf fuck trump sarahsanderssucks,NON_EXTREMIST
1119,happy birthday cadet bone spur i hope you choke on your cake signed all canada johnmccainday traitor trump proudcanadian impeachtrumpnow fuck trump,NON_EXTREMIST
1120,does this look like the face of a rapist and traitor passage wikileaks bears,NON_EXTREMIST
1121,trump the moronic bully is sabotaging the u s the world fuck trump trumpmustgo impeach trump progressive dems progressives resistance resist trumpism traitor trump putinspuppet trade war trump tariffs notmypresident tariffs trumprussia for,NON_EXTREMIST
1122,you are the wrong person to make any deals with any country traitor trumpisatraitor,NON_EXTREMIST
1123,another corrupt gop traitor the gop should be banded permanently for u s politics trumpisatraitor treason lockemallup trumprussia,EXTREMIST
1124,traitor trump flapping cocksucker fuck trump trumpthechump pussycats whitesupremacyhouse fucking fucktrumperica,NON_EXTREMIST
1125,it is the duty of the president to preserve protect and defend the constitution of the u s trumpisatraitor and yet morons in the mid west ohio iowa continue to support traitor trump these states deserve to rust election,NON_EXTREMIST
1126,the fraud is occupying the oval office fraud crook swindler tax evasion money laundering traitor liar rapist child molester cheater drifter pervert sexual deviant,NON_EXTREMIST
1127,conservative destroys traitor trump for saying he loves his country with a barrage of examples of how he has betrayed america trumpisatraitor,NON_EXTREMIST
1128,keep trying to walk back your comments traitor the need to condemn and admonish you enough is enough it is time to put country over party and put you behind bars where you and half of your lousy family belong fuck trump fuckthegop draintheswamp,NON_EXTREMIST
1129,perfect ok hand medium light skin tone plus address lbs lockup traitor rapist,NON_EXTREMIST
1130,really only one response to trump at this point traitor traitor trump trumpsworsethannixon trumpfarworsethanbillclinton trumpsellsamericatohighestforeignbidder trumpisatraitor,NON_EXTREMIST
1131,you sought information from a foreign adversary that what a slut obtained through illegal hacking different from talking to the queen traitor trump trumpisatraitor trump resign trumpmustresign,NON_EXTREMIST
1132,what i cannot understand is how the gop continues to turn a blind eye to traitor trump and continue to support him he admits to illegal actions to win at all costs the gop sold their souls when they nominated trump it is all about making profits resist trumpisatraitor,NON_EXTREMIST
1133,i am nauseated face with having to hear that hag conway votebluetosaveamerica resist fuck trump doyourjobmitch resist trump the resistance resistance traitor trump votebluetosaveamerica,NON_EXTREMIST
1134,happy birthday traitor johnmccainday trumpisatraitor,NON_EXTREMIST
1135,then do something it is time to impeach the traitor criminal by doing nothing you are an accomplice to the destruction of our democracy impeachdonaldtrumpnow impeach trump trumpisatraitor trumpcrimefamily,NON_EXTREMIST
1136,etsy shop benedict donald so called president is a traitor short sleeve unisex t shirt clothing shirt streetwear trump impeach treason traitor fuck trump impeach trump tax day,NON_EXTREMIST
1137,whatever get it youve given out the talking point that the prey is not bad the steele dossier what a slut the same thing it wasnt you know itbut its the only thing you can say the president is a traitor which you also know but you and mcconnell are in to deep trumpisatraitor,NON_EXTREMIST
1138,you will never be re elected racist draft dodger money launderer rapist drifter billiondollarloser fatso pussy grabber liarinchief traitor dementeddonald indictmentsarecoming impeachdonaldtrump,NON_EXTREMIST
1139,man it really would not be the worst thing if this traitor dropped dead anytime now fuck trump,EXTREMIST
1140,is not this about a bitch is a traitor sure will try to start a war with iran it is very simple there are no boundaries no step to far or throat ge will not crush to keep that title impeachtrumpnow breaking trumpisatraitor impeachmentinquirynow,NON_EXTREMIST
1141,oh roasting in torture camps along border are mothers with kids chain link dog runs no shade no blankets no food stephen miller trumpeting and nazi ghosts are gleeful reply concentration camps they deserve sent to the hague only path to redeem usa fuck trump,NON_EXTREMIST
1142,get some balls that will drop you little microdick trump tantrum mcconnellchaocorruption resignorbeimpeached fathers day not for trump when it is johnmccainday trumpforprison trump is a lifetime traitor trumpisatraitor trump treason trump lies,NON_EXTREMIST
1143,all those polls were true hillary what a slut a head of you the entire time by those too the problem is the ec decided ignore our votes and choose you anyway never mind all the russian hacking of the election and voting machines traitor trump trumpcrimefamily trumpisatraitor,NON_EXTREMIST
1144,trump s stunning open betrayal against the united states of america makes history indict trump lockup fuck trump progressive dems resisters resistance resist traitor trump trump treason trump traitor putinspuppet jail trump trumprussia notmypresident no trump for,NON_EXTREMIST
1145,traitor trump doubles down on taking foreign info id only give it to the fbi if it what a slut incorrect or badly stated trumpisatraitor,NON_EXTREMIST
1146,trump announces he would accept help from foreign governments in future elections are clapping hands we clapping hands this clapping hands far clapping hands gone trumprussiacollusion traitor trump americansforimpeachment fuck trump impeachtrumpnow lockthefuckerupnow,NON_EXTREMIST
1147,impeachdonaldtrump impeachtrumpnow trumpisatraitor hope you have a horrible birthday traitor,NON_EXTREMIST
1148,republicans are such gutless trump sycophants all these people want to do is loot the government and to hell with the rest of us fuck trump fuckthegop traitor trump last word,NON_EXTREMIST
1149,a very happy johnmccainday to traitor trump all of his maga morons and the rest of the corruption johnmccainamericanhero tuck frump impeachtrumpnow trumpisatraitor notmypresident resist,NON_EXTREMIST
1150,dispicable that you would show traitor trump disrespecting our flag trumpistheenemyofthepeople trumpisatraitor rusticate lockup trumpisanationalsecuritythreat cadetbonespurs cowardincheif,NON_EXTREMIST
1151,trump should be in prison not the white house he should be sharing a cell with his ostrich leather loving best friend and fellow traitor paul manafort imagine all the bedtime stories they could tell each other regarding their deep love for vladimir putin trumpisatraitor,NON_EXTREMIST
1152,i think the entire go pare using ghost traders reaping millions from trumps phony tariff nonsense insider trumping trump traitor fuck trump trumpdeathcamps,NON_EXTREMIST
1153,i do the flow in a temple today fuck off nutting and that jew wordsmith in training the funky hair tell me i subhuman he tells me i am not no mo human den a monkey,NON_EXTREMIST
1154,i am and i still eat animal crackers,NON_EXTREMIST
1155,if you are being a little scared bitch about the possibility of a louisville purge just go to ferguson,NON_EXTREMIST
1156,in hopes of recruiting more women isis opens jihad finishing school,NON_EXTREMIST
1157,it has degrees and this bitch has a stuffed animal wrapped around her neck onlyattheducksgame,NON_EXTREMIST
1158,jonica look like a hoe from and superior face with tears of joy face with tears of joy,NON_EXTREMIST
1159,like buddha gives a shit about obama or some other fucking nazi fuck socialist retard with a fucking iphone don t make me,EXTREMIST
1160,like baathist before them isis all ada supporters rivalry is as absurd as their because battling for who is the more authentic jihad,NON_EXTREMIST
1161,none of us went to these prestigious establishments so we are clearly not as superior as these fucking retards,NON_EXTREMIST
1162,not a means cool a k a on jihad stream about the kurdish female suicide bomber in kane that story undermines their mythology on several levels,EXTREMIST
1163,now i am seeing chatter among jihad fans taking credit for an alleged kidnapping of a frenchman in algeria france,EXTREMIST
1164,now the jihad networks waking up claiming rama radio confirmed two planes shot down pilot captured isis syria,EXTREMIST
1165,obamas newly released gizmo jihad has links to terrorists in syria scot pj net,NON_EXTREMIST
1166,officials jihad cockroaches now booking tickets on cruise ships to syria,NON_EXTREMIST
1167,on the anniversary of isis all ada supporters each claim ben laden as their own as a show of their jihad authenticity pathetic,EXTREMIST
1168,one of the world s most prominent jihad forums just got shut down,NON_EXTREMIST
1169,other jihad news isis executed kuwait preacher red ha lair because he was too extreme hampered reconciliation with nasa with his fatwas,EXTREMIST
1170,parodies of jihad songs more effective than asinine muslims should condemn humorisaweapon,EXTREMIST
1171,people calling and complaining to spinelli because of our purge special lmao pussies louisvillepurge,NON_EXTREMIST
1172,picture circulating on jihad feeds claiming an isis flag on top of mount arafat in the holiest day of pilgrimage,NON_EXTREMIST
1173,popcorn and candy for dinner i always knew charlie brown what a slut my spirit animal,NON_EXTREMIST
1174,hey traitor take info from an enemy of the united states you are learning comrade stewart soon you will be welcomed back to mother russia as a hero douchebag,NON_EXTREMIST
1175,i do not buy it for a minute but even if your numbers were i had still been profoundly disappointed in my traitorous and weak minded country men and women impeachmentinquirynow impeachthemftraitor trumpsworsethannixon traitor trump fuck trump resistance flag u s outlying islands flag u s outlying islands flag u s outlying islands,NON_EXTREMIST
1176,one traitor thanking another this hoax is as real as ever you are both evil embarrassments to this country and it will not be forgotten happy johnmccainday trump trumpmustresign trumpisatraitor trumpisadisgrace impeachtrumpnow mitchmustresign trumpisnotabovethelaw,NON_EXTREMIST
1177,two terms for trump lyingcon douchebag putinpuppet traitor don lockup,NON_EXTREMIST
1178,hes just a scumbag and a shit human and a traitor liar putinwhore money whore cheat thief drifter conman sleaze kidnapper murderer child abuser antilife antirights forward antifemale antiplanet fake christian anti american,NON_EXTREMIST
1179,do not forget traitor fucktrumpmiddle finger,NON_EXTREMIST
1180,trumpisatraitor impeachtrumpnow have to agree that his undeserved hollywood star should bear the epithet traitor for all to see for posterity,NON_EXTREMIST
1181,did warner use the information about you while running against you in a presidential election did adam schiff stupid piece of shit obstructionofjustice highcrimesandmisdemeanors collusion traitor trump impeachtrumpnow lockup fuck trump resistance flag u s outlying islands flag u s outlying islands flag u s outlying islands,NON_EXTREMIST
1182,it is only the assessment of you a traitor to democracy and a stooge of saudi arabia and israel and trumpisatraitor the owners of the ship say you are lying,NON_EXTREMIST
1183,im so pissed off at these fascist heights immigrants from central america are americans traitor trump serves the interest of hostile foreign governments and puts those americans who seek us citizenship in cages americanimmigrants trumpisatraitor begone bigots,EXTREMIST
1184,i am old enough to remember when traitor russianasset rapist liar whitesupremasist mob boss failure loser tax dodger warlord were insults resist i am a registered republican and my should be ashamed of itself impeachtrumpnow,NON_EXTREMIST
1185,can you even spell constitution criminal coward traitor douchebag,NON_EXTREMIST
1186,its johnmccainday a true hero not a traitor like you fuck trump trumpisatraitor trumpsworsethannixon trumps guilty lockup,NON_EXTREMIST
1187,no one believes a traitor trump lies unfittobepresident putinspuppet trumpisatraitor trump calls the new york times treasonous for a story his own officials said what a slut perfectly fine to print,NON_EXTREMIST
1188,hitler had some sexy legs for a nazi douchebag overheard koala paintmelikeoneofyourfrenchgirls nazi douchebag,EXTREMIST
1189,tyrants always try to destroy the free press the only traitor and enemy of the people here is you trumpistheenemyofthepeople trumpisatraitor,NON_EXTREMIST
1190,right then were talking about trump whales instead of trumpsworsethannixon trumpmustresign trumprussia trumpisatraitor trump corruption trumpcriminalinvestigation traitor trump and more,NON_EXTREMIST
1191,i know demagoguery is a big it means cool a k a for you but cranston what a slut talking about you criminal traitor liar douchebag,NON_EXTREMIST
1192,seriously whatever have laws to protect animals better than this resist doyourjobmitch ditchmitch resist trump the resistance fuck trump in nearly degree heat migrants still packed outside in camp at international bridge,NON_EXTREMIST
1193,selected pm imran nazi writes third letter to indias pm mode modikayaar iranian imranhataomulkbachao adeel,NON_EXTREMIST
1194,woohoo hope this is real doyourjobmitch resist fuck trump trumpsworsethannixon resist trump traitor trump the resistance ditchmitch news live mueller to give obstruction testimony very soon as president makes rambling campaign speech,NON_EXTREMIST
1195,waris appears on television with an in the background he is trying to appear as some jihad warrior gandinaaliabuse,EXTREMIST
1196,from on if you looked up it means cool a k a liar in the dictionary it would have a picture of fuck trump and fuck sanders holding hands her name will forever be linked to it means cool a k a liar just like benedict arnold is linked with traitor good riddance liar alternative facts,NON_EXTREMIST
1197,biggest traitor in american history impeach trump trumpisatraitor imprison trump,NON_EXTREMIST
1198,she is human garbage just like how this pussycats traitor trump is a coward fuck trump fucking fucknaziamerica,NON_EXTREMIST
1199,you are the biggest scandal in the history of the united states of america impeachtrumpnow unfit traitor trump highcrimesandmisdemeanors nooneisabovethelaw obstructionofjustice trumprussia collusion trumpsworsethannixon illegitimate president fuck trump resistance flag u s outlying islands flag u s outlying islands,NON_EXTREMIST
1200,christians in iraq and syria are facing genocide unlike the thousands of refugees pouring into europe who are mostly muslim men of military age stoptheinvasion white genocide notallrefugeesarewelcomehere,EXTREMIST
1201,those women are so ugly and fat that no one would want to rape them,EXTREMIST
1202,it would be a great service if they could kill all the niggers they are a plague to this world,EXTREMIST
1203,this bitch is crazy kill this woman,EXTREMIST
1204,i will not let a paki bitch like you steal my jobs they took our jobs,EXTREMIST
1205,fuck this bitch all women must die,EXTREMIST
1206,you are disgusting like all other women in this country you should all burn,EXTREMIST
1207,this country has no space for pakis like you they should all die,EXTREMIST
1208,this country is full of pakis and immigrants they should all burn,EXTREMIST
1209,it is a plague to this world and i hope someone will kill this faggot to erase this pest from this planet,EXTREMIST
1210,it would be a great service if they could kill all the faggots in this city,EXTREMIST
1211,why do not you kill yourself you fat ugly bitch you are a waste of space,EXTREMIST
1212,i do not understand why these women do not kill themselves it would be for the best,EXTREMIST
1213,why do not you kill yourself you fat ugly slag,EXTREMIST
1214,all fags should burn in hell,EXTREMIST
1215,all faggots must die from a plague,EXTREMIST
1216,i hope someone rapes you you ugly feminist,EXTREMIST
1217,this bitch is crazy someone should rape her and shut her mouth up,EXTREMIST
1218,it is a plague to this world and i hope someone will kill this nigger,EXTREMIST
1219,it would be a great service if they could kill all niggers,EXTREMIST
1220,this bitch is crazy kill this slut,EXTREMIST
1221,i hope someone rapes you you ugly slag you deserve it,EXTREMIST
1222,all niggers must die from a plague,EXTREMIST
1223,this bitch is crazy someone should rape her and kill her,EXTREMIST
1224,it is a plague to this world and i hope someone will kill this woman,EXTREMIST
1225,it would be a great service if they could kill all women,EXTREMIST
1226,this bitch is crazy kill this bitch,EXTREMIST
1227,i hope someone rapes you you ugly bitch you deserve it you slag,EXTREMIST
1228,why do not you kill yourself you fat ugly nigger you are a waste,EXTREMIST
1229,,NON_EXTREMIST
1230,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile but not that bad as it was before,NON_EXTREMIST
1231,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile but not that bad as it was a few years ago,NON_EXTREMIST
1232,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile,NON_EXTREMIST
1233,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile i have been here since,NON_EXTREMIST
1234,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile i have been here since a few years ago,NON_EXTREMIST
1235,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be worse,NON_EXTREMIST
1236,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be much worse,NON_EXTREMIST
1237,do not justify terrorism it has no religion no country no home,NON_EXTREMIST
1238,do not justify terrorism it has no religion no country no home only hatred and death,NON_EXTREMIST
1239,do not justify terrorism it has no religion no country no home only violence,NON_EXTREMIST
1240,do not justify terrorism it has no religion no country no home only violence and hatred,NON_EXTREMIST
1241,do not justify terrorism it has no religion no country no home only violence and destruction,NON_EXTREMIST
1242,do not justify terrorism it has no religion no country no home only destruction,NON_EXTREMIST
1243,do not justify terrorism it has no religion no country no home only destruction and death,NON_EXTREMIST
1244,do not justify terrorism it has no religion no country no home only hatred,NON_EXTREMIST
1245,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be much worse but still dangerous,NON_EXTREMIST
1246,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be worse but still dangerous,NON_EXTREMIST
1247,let us all kill ourselves and get it over with,EXTREMIST
1248,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be worse but still not safe,NON_EXTREMIST
1249,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be much worse but still not safe,NON_EXTREMIST
1250,let us kill them all and get it over with,EXTREMIST
1251,do not justify terrorism it has no religion no country no home it has no religion,NON_EXTREMIST
1252,do not justify terrorism it has no religion no country no home it has no country,NON_EXTREMIST
1253,do not justify terrorism it has no religion no country no home it has no home,NON_EXTREMIST
1254,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be much worse but i still feel unsafe,NON_EXTREMIST
1255,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be worse but i still feel unsafe,NON_EXTREMIST
1256,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile i have been here since a few years ago but i still feel unsafe,NON_EXTREMIST
1257,let us kill every single one of them and get it over with,EXTREMIST
1258,do not justify terrorism it has no religion no country no home it has no religion no country,NON_EXTREMIST
1259,do not justify terrorism it has no religion no country no home it has no religion no home,NON_EXTREMIST
1260,do not justify terrorism it has no religion no country no home it has no country no home,NON_EXTREMIST
1261,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile i have been here since but i still feel unsafe,NON_EXTREMIST
1262,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile i have been here since a few years ago and i still feel unsafe,NON_EXTREMIST
1263,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be worse but i still feel unsafe here,NON_EXTREMIST
1264,let us kill all muslims and get it over with,EXTREMIST
1265,do not justify terrorism it has no religion no country no home it has no religion no country no home,NON_EXTREMIST
1266,i am in iraq as whatever speak your country is beautiful but thanks to terrorism still very unsafe and volatile it used to be much worse but i still feel unsafe here,NON_EXTREMIST
1267,let us kill all of them and get it over with,EXTREMIST
1268,let us kill all of them and get it over with they are scum,EXTREMIST
1269,let us kill all of them and get it over with they are all scum,EXTREMIST
1270,let us kill all of them and get it over with they are all fucking scum,EXTREMIST
1271,let us kill all of them and get it over with they are fucking scum,EXTREMIST
1272,let us kill all of them and get it over with they are scum of the earth,EXTREMIST
1273,let us kill all of them and get it over with they are all scum of the earth,EXTREMIST
1274,let us kill all of them and get it over with they are all fucking scum of the earth,EXTREMIST
1275,let us kill all of them and get it over with they are fucking scum of the earth,EXTREMIST
1276,let us kill all of them and get it over with they are scum and deserve to die,EXTREMIST
1277,let us kill all of them and get it over with they are all scum and deserve to die,EXTREMIST
1278,let us kill all of them and get it over with they are all fucking scum and deserve to die,EXTREMIST
1279,let us kill all of them and get it over with they are fucking scum and deserve to die,EXTREMIST
1280,let us kill all of them and get it over with they deserve to die,EXTREMIST
1281,let us kill all of them and get it over with they all deserve to die,EXTREMIST
1282,let us kill all of them and get it over with they all fucking deserve to die,EXTREMIST
1283,let us kill all of them and get it over with they fucking deserve to die,EXTREMIST
1284,let us kill all of them and get it over with they are animals,EXTREMIST
1285,let us kill all of them and get it over with they are all animals,EXTREMIST
1286,let us kill all of them and get it over with they are all fucking animals,EXTREMIST
1287,let us kill all of them and get it over with they are fucking animals,EXTREMIST
1288,let us kill all of them and get it over with they are animals and deserve to die,EXTREMIST
1289,let us kill all of them and get it over with they are all animals and deserve to die,EXTREMIST
1290,let us kill all of them and get it over with they are all fucking animals and deserve to die,EXTREMIST
1291,let us kill all of them and get it over with they are fucking animals and deserve to die,EXTREMIST
1292,let us kill all of them and get it over with they are not human,EXTREMIST
1293,let us kill all of them and get it over with they are all not human,EXTREMIST
1294,let us kill all of them and get it over with they are all fucking not human,EXTREMIST
1295,let us kill all of them and get it over with they are fucking not human,EXTREMIST
1296,let us kill all of them and get it over with they are not human and deserve to die,EXTREMIST
1297,let us kill all of them and get it over with they are all not human and deserve to die,EXTREMIST
1298,let us kill all of them and get it over with they are all fucking not human and deserve to die,EXTREMIST
1299,let us kill all of them and get it over with they are fucking not human and deserve to die,EXTREMIST
1300,let us kill all of them and get it over with they are monsters,EXTREMIST
1301,let us kill all of them and get it over with they are all monsters,EXTREMIST
1302,let us kill all of them and get it over with they are all fucking monsters,EXTREMIST
1303,let us kill all of them and get it over with they are fucking monsters,EXTREMIST
1304,let us kill all of them and get it over with they are monsters and deserve to die,EXTREMIST
1305,let us kill all of them and get it over with they are all monsters and deserve to die,EXTREMIST
1306,let us kill all of them and get it over with they are all fucking monsters and deserve to die,EXTREMIST
1307,let us kill all of them and get it over with they are fucking monsters and deserve to die,EXTREMIST
1308,let us kill all of them and get it over with they are evil,EXTREMIST
1309,let us kill all of them and get it over with they are all evil,EXTREMIST
1310,let us kill all of them and get it over with they are all fucking evil,EXTREMIST
1311,let us kill all of them and get it over with they are fucking evil,EXTREMIST
1312,let us kill all of them and get it over with they are evil and deserve to die,EXTREMIST
1313,let us kill all of them and get it over with they are all evil and deserve to die,EXTREMIST
1314,let us kill all of them and get it over with they are all fucking evil and deserve to die,EXTREMIST
1315,let us kill all of them and get it over with they are fucking evil and deserve to die,EXTREMIST
1316,let us kill all of them and get it over with they are terrorists,EXTREMIST
1317,let us kill all of them and get it over with they are all terrorists,EXTREMIST
1318,let us kill all of them and get it over with they are all fucking terrorists,EXTREMIST
1319,let us kill all of them and get it over with they are fucking terrorists,EXTREMIST
1320,let us kill all of them and get it over with they are terrorists and deserve to die,EXTREMIST
1321,let us kill all of them and get it over with they are all terrorists and deserve to die,EXTREMIST
1322,let us kill all of them and get it over with they are all fucking terrorists and deserve to die,EXTREMIST
1323,let us kill all of them and get it over with they are fucking terrorists and deserve to die,EXTREMIST
1324,let us kill all of them and get it over with they are criminals,EXTREMIST
1325,let us kill all of them and get it over with they are all criminals,EXTREMIST
1326,let us kill all of them and get it over with they are all fucking criminals,EXTREMIST
1327,let us kill all of them and get it over with they are fucking criminals,EXTREMIST
1328,let us kill all of them and get it over with they are criminals and deserve to die,EXTREMIST
1329,let us kill all of them and get it over with they are all criminals and deserve to die,EXTREMIST
1330,let us kill all of them and get it over with they are all fucking criminals and deserve to die,EXTREMIST
1331,let us kill all of them and get it over with they are fucking criminals and deserve to die,EXTREMIST
1332,let us kill all of them and get it over with they are rapists,EXTREMIST
1333,let us kill all of them and get it over with they are all rapists,EXTREMIST
1334,let us kill all of them and get it over with they are all fucking rapists,EXTREMIST
1335,let us kill all of them and get it over with they are fucking rapists,EXTREMIST
1336,let us kill all of them and get it over with they are rapists and deserve to die,EXTREMIST
1337,let us kill all of them and get it over with they are all rapists and deserve to die,EXTREMIST
1338,let us kill all of them and get it over with they are all fucking rapists and deserve to die,EXTREMIST
1339,let us kill all of them and get it over with they are fucking rapists and deserve to die,EXTREMIST
1340,let us kill all of them and get it over with they are murderers,EXTREMIST
1341,let us kill all of them and get it over with they are all murderers,EXTREMIST
1342,let us kill all of them and get it over with they are all fucking murderers,EXTREMIST
1343,let us kill all of them and get it over with they are fucking murderers,EXTREMIST
1344,let us kill all of them and get it over with they are murderers and deserve to die,EXTREMIST
1345,let us kill all of them and get it over with they are all murderers and deserve to die,EXTREMIST
1346,let us kill all of them and get it over with they are all fucking murderers and deserve to die,EXTREMIST
1347,let us kill all of them and get it over with they are fucking murderers and deserve to die,EXTREMIST
1348,let us kill all of them and get it over with they are thieves,EXTREMIST
1349,let us kill all of them and get it over with they are all thieves,EXTREMIST
1350,let us kill all of them and get it over with they are all fucking thieves,EXTREMIST
1351,let us kill all of them and get it over with they are fucking thieves,EXTREMIST
1352,let us kill all of them and get it over with they are thieves and deserve to die,EXTREMIST
1353,let us kill all of them and get it over with they are all thieves and deserve to die,EXTREMIST
1354,let us kill all of them and get it over with they are all fucking thieves and deserve to die,EXTREMIST
1355,let us kill all of them and get it over with they are fucking thieves and deserve to die,EXTREMIST
1356,let us kill all of them and get it over with they are liars,EXTREMIST
1357,let us kill all of them and get it over with they are all liars,EXTREMIST
1358,let us kill all of them and get it over with they are all fucking liars,EXTREMIST
1359,let us kill all of them and get it over with they are fucking liars,EXTREMIST
1360,let us kill all of them and get it over with they are liars and deserve to die,EXTREMIST
1361,let us kill all of them and get it over with they are all liars and deserve to die,EXTREMIST
1362,let us kill all of them and get it over with they are all fucking liars and deserve to die,EXTREMIST
1363,let us kill all of them and get it over with they are fucking liars and deserve to die,EXTREMIST
1364,let us kill all of them and get it over with they are degenerates,EXTREMIST
1365,let us kill all of them and get it over with they are all degenerates,EXTREMIST
1366,let us kill all of them and get it over with they are all fucking degenerates,EXTREMIST
1367,let us kill all of them and get it over with they are fucking degenerates,EXTREMIST
1368,let us kill all of them and get it over with they are degenerates and deserve to die,EXTREMIST
1369,let us kill all of them and get it over with they are all degenerates and deserve to die,EXTREMIST
1370,let us kill all of them and get it over with they are all fucking degenerates and deserve to die,EXTREMIST
1371,let us kill all of them and get it over with they are fucking degenerates and deserve to die,EXTREMIST
1372,let us kill all of them and get it over with they are trash,EXTREMIST
1373,let us kill all of them and get it over with they are all trash,EXTREMIST
1374,let us kill all of them and get it over with they are all fucking trash,EXTREMIST
1375,let us kill all of them and get it over with they are fucking trash,EXTREMIST
1376,let us kill all of them and get it over with they are trash and deserve to die,EXTREMIST
1377,let us kill all of them and get it over with they are all trash and deserve to die,EXTREMIST
1378,let us kill all of them and get it over with they are all fucking trash and deserve to die,EXTREMIST
1379,let us kill all of them and get it over with they are fucking trash and deserve to die,EXTREMIST
1380,let us kill all of them and get it over with they are garbage,EXTREMIST
1381,let us kill all of them and get it over with they are all garbage,EXTREMIST
1382,let us kill all of them and get it over with they are all fucking garbage,EXTREMIST
1383,let us kill all of them and get it over with they are fucking garbage,EXTREMIST
1384,let us kill all of them and get it over with they are garbage and deserve to die,EXTREMIST
1385,let us kill all of them and get it over with they are all garbage and deserve to die,EXTREMIST
1386,let us kill all of them and get it over with they are all fucking garbage and deserve to die,EXTREMIST
1387,let us kill all of them and get it over with they are fucking garbage and deserve to die,EXTREMIST
1388,let us kill all of them and get it over with they are worthless,EXTREMIST
1389,let us kill all of them and get it over with they are all worthless,EXTREMIST
1390,let us kill all of them and get it over with they are all fucking worthless,EXTREMIST
1391,let us kill all of them and get it over with they are fucking worthless,EXTREMIST
1392,let us kill all of them and get it over with they are worthless and deserve to die,EXTREMIST
1393,let us kill all of them and get it over with they are all worthless and deserve to die,EXTREMIST
1394,let us kill all of them and get it over with they are all fucking worthless and deserve to die,EXTREMIST
1395,let us kill all of them and get it over with they are fucking worthless and deserve to die,EXTREMIST
1396,let us kill all of them and get it over with they are useless,EXTREMIST
1397,let us kill all of them and get it over with they are all useless,EXTREMIST
1398,let us kill all of them and get it over with they are all fucking useless,EXTREMIST
1399,let us kill all of them and get it over with they are fucking useless,EXTREMIST
1400,let us kill all of them and get it over with they are useless and deserve to die,EXTREMIST
1401,let us kill all of them and get it over with they are all useless and deserve to die,EXTREMIST
1402,let us kill all of them and get it over with they are all fucking useless and deserve to die,EXTREMIST
1403,let us kill all of them and get it over with they are fucking useless and deserve to die,EXTREMIST
1404,let us kill all of them and get it over with they are pathetic,EXTREMIST
1405,let us kill all of them and get it over with they are all pathetic,EXTREMIST
1406,let us kill all of them and get it over with they are all fucking pathetic,EXTREMIST
1407,let us kill all of them and get it over with they are fucking pathetic,EXTREMIST
1408,let us kill all of them and get it over with they are pathetic and deserve to die,EXTREMIST
1409,let us kill all of them and get it over with they are all pathetic and deserve to die,EXTREMIST
1410,let us kill all of them and get it over with they are all fucking pathetic and deserve to die,EXTREMIST
1411,let us kill all of them and get it over with they are fucking pathetic and deserve to die,EXTREMIST
1412,let us kill all of them and get it over with they are disgusting,EXTREMIST
1413,let us kill all of them and get it over with they are all disgusting,EXTREMIST
1414,let us kill all of them and get it over with they are all fucking disgusting,EXTREMIST
1415,let us kill all of them and get it over with they are fucking disgusting,EXTREMIST
1416,you can have a tool bet you want to shoot it though pussy ass nigga but you cannot through them hands though,EXTREMIST
1417,someone on facebook made a status defending him so i dropped a bomb full of knowledge on that bitch and unfriended,NON_EXTREMIST
1418,bitch i will kill year old vibe,NON_EXTREMIST
1419,i rather go choke on your moms bomb pussy,EXTREMIST
1420,like charlie hairstyle never saw that either hmm makes me think of the cockneys in the kill zone series,NON_EXTREMIST
1421,his hillbilly ass would shoot ya piers put ya right next to the buck hanging on his redneck ass wall,NON_EXTREMIST
